"","state","year","urate","children","nonwhite","finc","earn","age","ed","work","unearn","post93","anykids","p93kids.interaction"
"1611",56,1991,5.80000019073486,0,0,14813.843612,13198.237885,42,7,1,1.6156057269,0,0,0
"1612",56,1991,5.80000019073486,0,0,2828.1938326,2828.1938326,49,10,1,0,0,0,0
"1613",56,1991,5.80000019073486,1,0,963.94273128,0,20,10,0,0.96394273128,0,1,0
"1614",56,1991,5.80000019073486,0,0,5327.6101322,5327.6101322,37,11,1,0,0,0,0
"1615",56,1991,5.80000019073486,0,0,17676.211454,17676.211454,21,11,1,0,0,0,0
"1616",56,1991,5.80000019073486,0,0,20033.039648,20033.039648,53,11,1,0,0,0,0
"1617",56,1991,5.80000019073486,0,0,34782.070485,30638.76652,21,11,1,4.1433039648,0,0,0
"1618",56,1991,5.80000019073486,0,0,32984.988987,32984.988987,20,9,1,0,0,0,0
"1619",56,1991,5.80000019073486,1,0,3337.2687225,0,26,9,0,3.3372687225,0,1,0
"1620",56,1991,5.80000019073486,3,1,33478.744493,27574.889868,36,9,1,5.9038546256,0,1,0
"1621",56,1991,5.80000019073486,0,0,2356.8281938,2356.8281938,20,9,1,0,0,0,0
"1622",56,1991,5.80000019073486,0,0,13551.762115,13551.762115,29,9,1,0,0,0,0
"1623",56,1991,5.80000019073486,1,0,14140.969163,14140.969163,39,11,1,0,0,1,0
"1624",56,1991,5.80000019073486,0,1,3158.1497797,801.3215859,25,7,1,2.3568281938,0,0,0
"1625",56,1991,5.80000019073486,0,0,16350.495595,16350.495595,40,11,1,0,0,0,0
"1626",56,1991,5.80000019073486,3,1,3770.9251101,2356.8281938,27,9,1,1.4140969163,0,1,0
"1627",56,1991,5.80000019073486,0,0,513.78854626,513.78854626,31,10,1,0,0,0,0
"1628",56,1991,5.80000019073486,2,0,17817.621145,17676.211454,25,11,1,0.14140969163,0,1,0
"1629",56,1991,5.80000019073486,0,0,5577.4339207,0,46,7,0,5.5774339207,0,0,0
"1630",56,1991,5.80000019073486,0,0,9427.3127753,9427.3127753,48,7,1,0,0,0,0
"1631",56,1991,5.80000019073486,0,1,15177.973568,0,33,0,0,15.177973568,0,0,0
"1632",56,1991,5.80000019073486,3,1,6346.938326,2147.0704846,22,11,1,4.1998678414,0,1,0
"1633",56,1991,5.80000019073486,0,0,608.06167401,0,34,7,0,0.60806167401,0,0,0
"1634",56,1991,5.80000019073486,5,1,28536.475771,0,27,9,0,28.536475771,0,1,0
"1635",56,1991,5.80000019073486,1,1,9045.5066079,0,45,7,0,9.0455066079,0,1,0
"1636",56,1991,5.80000019073486,0,0,12035.143172,0,53,7,0,12.035143172,0,0,0
"1637",57,1991,6.30000019073486,2,0,74676.101322,37709.251101,28,0,0,36.96685022,0,1,0
"1638",57,1991,6.30000019073486,0,1,26501.354626,0,38,3,0,26.501354626,0,0,0
"1639",57,1991,6.30000019073486,0,1,28807.511013,24412.026432,27,11,1,4.3954845815,0,0,0
"1640",57,1991,6.30000019073486,1,0,16627.422907,16627.422907,20,7,1,0,0,1,0
"1641",57,1991,6.30000019073486,0,1,26724.07489,26724.07489,47,11,1,0,0,0,0
"1642",57,1991,6.30000019073486,2,1,15319.38326,15319.38326,47,7,1,0,0,1,0
"1643",57,1991,6.30000019073486,0,1,0,0,42,7,0,0,0,0,0
"1644",57,1991,6.30000019073486,0,1,13907.643172,11548.45815,48,11,0,2.359185022,0,0,0
"1645",57,1991,6.30000019073486,0,1,16813.612335,11194.933921,52,11,0,5.6186784141,0,0,0
"1646",57,1991,6.30000019073486,0,1,0,0,38,10,0,0,0,0,0
"1647",57,1991,6.30000019073486,1,1,12962.555066,12962.555066,49,10,1,0,0,1,0
"1648",57,1991,6.30000019073486,1,0,9568.722467,0,37,0,0,9.568722467,0,1,0
"1649",57,1991,6.30000019073486,3,0,8489.2951542,6127.753304,33,9,1,2.3615418502,0,1,0
"1650",57,1991,6.30000019073486,3,0,0,0,28,7,0,0,0,1,0
"1651",57,1991,6.30000019073486,0,0,37143.612335,37120.044053,45,9,1,0.023568281938,0,0,0
"1652",57,1991,6.30000019073486,2,1,325.24229075,0,35,10,0,0.32524229075,0,1,0
"1653",57,1991,6.30000019073486,1,1,0,0,22,10,0,0,0,1,0
"1654",57,1991,6.30000019073486,0,1,4195.154185,0,30,3,0,4.195154185,0,0,0
"1655",57,1991,6.30000019073486,2,1,4284.7136564,0,52,3,0,4.2847136564,0,1,0
"1656",57,1991,6.30000019073486,1,1,2392.1806167,0,42,7,0,2.3921806167,0,1,0
"1657",57,1991,6.30000019073486,0,0,27692.731278,25925.110132,51,11,1,1.7676211454,0,0,0
"1658",57,1991,6.30000019073486,2,1,15394.801762,12448.76652,29,11,1,2.9460352423,0,1,0
"1659",57,1991,6.30000019073486,0,1,2361.5418502,0,39,10,0,2.3615418502,0,0,0
"1660",57,1991,6.30000019073486,3,1,5172.0594714,5008.2599119,25,7,1,0.16379955947,0,1,0
"1661",57,1991,6.30000019073486,0,1,13907.643172,11548.45815,29,11,1,2.359185022,0,0,0
"1662",57,1991,6.30000019073486,3,0,1808.8656388,0,34,10,0,1.8088656388,0,1,0
"1663",57,1991,6.30000019073486,0,0,84112.84141,59549.977974,30,11,1,24.562863436,0,0,0
"1664",57,1991,6.30000019073486,1,1,2488.8105727,0,50,7,0,2.4888105727,0,1,0
"1665",57,1991,6.30000019073486,2,1,9082.0374449,0,33,7,0,9.0820374449,0,1,0
"1666",57,1991,6.30000019073486,0,0,0,0,30,11,0,0,0,0,0
"1667",57,1991,6.30000019073486,1,1,2637.2907489,0,29,9,0,2.6372907489,0,1,0
"1668",57,1991,6.30000019073486,1,0,19302.422907,17157.709251,28,9,1,2.1447136564,0,1,0
"1669",57,1991,6.30000019073486,0,0,69172.907489,64577.092511,22,0,0,4.595814978,0,0,0
"1670",57,1991,6.30000019073486,3,1,1795.9030837,0,28,7,0,1.7959030837,0,1,0
"1671",57,1991,6.30000019073486,0,0,5892.0704846,5892.0704846,42,3,0,0,0,0,0
"1672",57,1991,6.30000019073486,5,1,4737.2246696,0,39,7,0,4.7372246696,0,1,0
"1673",57,1991,6.30000019073486,2,1,3605.9471366,636.34361233,26,10,1,2.9696035242,0,1,0
"1674",57,1991,6.30000019073486,4,1,8291.3215859,7188.3259912,30,10,1,1.1029955947,0,1,0
"1675",57,1991,6.30000019073486,0,0,12297.929515,10723.568282,52,7,1,1.5743612335,0,0,0
"1676",57,1991,6.30000019073486,0,1,54914.096916,52085.903084,26,10,1,2.8281938326,0,0,0
"1677",57,1991,6.30000019073486,0,1,2969.6035242,0,50,3,0,2.9696035242,0,0,0
"1678",58,1991,5,7,1,6731.1013216,0,29,10,0,6.7311013216,0,1,0
"1679",58,1991,5,0,0,4713.6563877,4713.6563877,27,11,1,0,0,0,0
"1680",58,1991,5,0,0,53382.15859,53382.15859,51,9,1,0,0,0,0
"1681",58,1991,5,4,1,707.04845815,0,38,10,0,0.70704845815,0,1,0
"1682",58,1991,5,0,1,23704.977974,20834.361233,25,10,0,2.8706167401,0,0,0
"1683",58,1991,5,2,1,9785.5506608,0,38,11,0,9.7855506608,0,1,0
"1684",58,1991,5,3,1,16530.792952,0,52,11,0,16.530792952,0,1,0
"1685",58,1991,5,1,1,13151.101322,0,46,10,0,13.151101322,0,1,0
"1686",58,1991,5,2,1,1022.8634361,0,30,10,0,1.0228634361,0,1,0
"1687",58,1991,5,2,1,7070.4845815,5892.0704846,20,10,1,1.1784140969,0,1,0
"1688",58,1991,5,2,1,7188.3259912,5420.7048458,23,9,1,1.7676211454,0,1,0
"1689",58,1991,5,3,1,66344.713656,64812.77533,54,0,1,1.531938326,0,1,0
"1690",58,1991,5,0,0,14595.837004,0,48,7,0,14.595837004,0,0,0
"1691",58,1991,5,0,1,35361.85022,27103.524229,50,11,0,8.2583259912,0,0,0
"1692",58,1991,5,3,1,5514.9779736,848.45814978,38,10,0,4.6665198238,0,1,0
"1693",58,1991,5,0,1,7934.2621145,0,50,11,0,7.9342621145,0,0,0
"1694",58,1991,5,1,1,0,0,21,11,0,0,0,1,0
"1695",58,1991,5,3,0,1178.4140969,1178.4140969,22,7,1,0,0,1,0
"1696",58,1991,5,1,0,11354.019824,10800.165198,33,9,1,0.55385462555,0,1,0
"1697",58,1991,5,1,0,7983.7555066,707.04845815,52,10,1,7.2767070485,0,1,0
"1698",58,1991,5,0,1,9427.3127753,9427.3127753,52,7,1,0,0,0,0
"1699",58,1991,5,0,0,6085.3303965,117.84140969,30,10,1,5.9674889868,0,0,0
"1700",58,1991,5,4,1,8080.3854626,2356.8281938,24,11,1,5.7235572687,0,1,0
"1701",58,1991,5,3,1,8238.2929515,1225.5506608,27,10,1,7.0127422907,0,1,0
"1702",58,1991,5,0,0,5902.6762115,0,53,11,0,5.9026762115,0,0,0
"1703",58,1991,5,1,1,0,0,28,10,0,0,0,1,0
"1704",58,1991,5,0,1,6028.7665198,0,54,11,0,6.0287665198,0,0,0
"1705",58,1991,5,2,0,89194.162996,81310.572687,52,11,0,7.8835903084,0,1,0
"1706",58,1991,5,0,0,14199.889868,14199.889868,53,11,1,0,0,0,0
"1707",58,1991,5,2,1,5656.3876652,2828.1938326,22,10,1,2.8281938326,0,1,0
"1708",58,1991,5,0,1,20304.07489,20304.07489,48,10,1,0,0,0,0
"1709",58,1991,5,0,0,5577.4339207,0,54,11,0,5.5774339207,0,0,0
"1710",58,1991,5,1,1,6375.2202643,4713.6563877,39,10,1,1.6615638767,0,1,0
"1711",58,1991,5,0,0,45964.04185,45958.14978,21,10,1,0.0058920704846,0,0,0
"1712",58,1991,5,0,1,930.94713656,0,46,9,0,0.93094713656,0,0,0
"1713",58,1991,5,0,1,24746.696035,24746.696035,38,11,1,0,0,0,0
"1714",58,1991,5,3,1,16530.792952,0,31,11,0,16.530792952,0,1,0
"1715",59,1991,7.40000009536743,0,1,10887.367841,9592.2907489,30,7,1,1.2950770925,0,0,0
"1716",59,1991,7.40000009536743,2,1,3094.5154185,2418.1057269,21,11,1,0.67640969163,0,1,0
"1717",59,1991,7.40000009536743,1,0,2333.2599119,2333.2599119,24,11,1,0,0,1,0
"1718",59,1991,7.40000009536743,1,1,13877.004405,13877.004405,53,9,1,0,0,1,0
"1719",59,1991,7.40000009536743,1,0,11784.140969,11784.140969,24,10,1,0,0,1,0
"1720",59,1991,7.40000009536743,7,1,8164.0528634,4006.6079295,37,7,1,4.1574449339,0,1,0
"1721",59,1991,7.40000009536743,0,1,1814.7577093,0,48,7,0,1.8147577093,0,0,0
"1722",59,1991,7.40000009536743,2,1,11035.848018,11035.848018,52,7,1,0,0,1,0
"1723",59,1991,7.40000009536743,1,1,13877.004405,13877.004405,27,11,1,0,0,1,0
"1724",59,1991,7.40000009536743,0,1,30638.76652,28046.255507,54,7,1,2.5925110132,0,0,0
"1725",59,1991,7.40000009536743,1,0,35749.548458,30049.559471,24,9,0,5.6999889868,0,1,0
"1726",59,1991,7.40000009536743,0,1,9723.0947137,9723.0947137,26,10,1,0,0,0,0
"1727",59,1991,7.40000009536743,0,1,51915.03304,46891.453744,30,11,1,5.0235792952,0,0,0
"1728",59,1991,7.40000009536743,0,0,707.04845815,0,26,11,0,0.70704845815,0,0,0
"1729",59,1991,7.40000009536743,0,1,12964.911894,12962.555066,42,10,1,0.0023568281938,0,0,0
"1730",59,1991,7.40000009536743,1,1,40708.314978,39866.927313,21,10,1,0.8413876652,0,1,0
"1731",59,1991,7.40000009536743,1,1,16792.400881,16497.797357,52,9,1,0.29460352423,0,1,0
"1732",59,1991,7.40000009536743,1,1,5892.0704846,5892.0704846,39,10,1,0,0,1,0
"1733",59,1991,7.40000009536743,3,1,34646.552863,25807.268722,26,9,0,8.839284141,0,1,0
"1734",59,1991,7.40000009536743,1,0,6600.2973568,1567.2907489,28,10,1,5.0330066079,0,1,0
"1735",59,1991,7.40000009536743,5,1,5656.3876652,0,34,10,0,5.6563876652,0,1,0
"1736",59,1991,7.40000009536743,1,0,8072.1365639,4242.2907489,38,7,1,3.829845815,0,1,0
"1737",59,1991,7.40000009536743,1,1,11966.795154,4713.6563877,41,11,1,7.2531387665,0,1,0
"1738",59,1991,7.40000009536743,1,0,6600.2973568,1567.2907489,52,10,1,5.0330066079,0,1,0
"1739",59,1991,7.40000009536743,1,1,3785.0660793,0,43,9,0,3.7850660793,0,1,0
"1740",59,1991,7.40000009536743,2,1,14741.960352,14741.960352,46,7,1,0,0,1,0
"1741",59,1991,7.40000009536743,0,1,0,0,25,9,0,0,0,0,0
"1742",59,1991,7.40000009536743,0,0,56662.863436,49493.39207,21,11,0,7.1694713656,0,0,0
"1743",59,1991,7.40000009536743,2,1,14140.969163,14140.969163,40,10,1,0,0,1,0
"1744",59,1991,7.40000009536743,2,1,7777.5330396,7777.5330396,43,11,1,0,0,1,0
"1745",59,1991,7.40000009536743,2,1,18854.625551,18854.625551,44,11,1,0,0,1,0
"1746",59,1991,7.40000009536743,0,1,7447.5770925,7070.4845815,51,7,1,0.37709251101,0,0,0
"1747",59,1991,7.40000009536743,4,1,7253.1387665,989.86784141,43,11,1,6.2632709251,0,1,0
"1748",59,1991,7.40000009536743,0,0,65535.143172,6420,45,9,1,59.115143172,0,0,0
"1749",59,1991,7.40000009536743,4,1,4859.7797357,0,36,11,0,4.8597797357,0,1,0
"1750",59,1991,7.40000009536743,1,0,24746.696035,22389.867841,22,11,1,2.3568281938,0,1,0
"1751",59,1991,7.40000009536743,2,1,12712.731278,0,49,7,0,12.712731278,0,1,0
"1752",59,1991,7.40000009536743,1,0,13787.444934,13787.444934,26,10,1,0,0,1,0
"1753",59,1991,7.40000009536743,2,1,14527.488987,13671.960352,27,9,1,0.85552863436,0,1,0
"1754",59,1991,7.40000009536743,3,1,4481.5088106,1414.0969163,27,11,1,3.0674118943,0,1,0
"1755",59,1991,7.40000009536743,0,1,5302.8634361,5302.8634361,43,11,1,0,0,0,0
"1756",59,1991,7.40000009536743,0,0,29852.764317,21564.977974,34,11,1,8.2877863436,0,0,0
"1757",59,1991,7.40000009536743,1,1,6681.6079295,5621.0352423,32,7,1,1.0605726872,0,1,0
"1758",59,1991,7.40000009536743,0,0,28284.295154,28281.938326,36,9,0,0.0023568281938,0,0,0
"1759",59,1991,7.40000009536743,3,1,5005.9030837,0,24,10,0,5.0059030837,0,1,0
"1760",59,1991,7.40000009536743,1,1,0,0,27,11,0,0,0,1,0
"1761",59,1991,7.40000009536743,0,0,22257.885463,0,43,7,0,22.257885463,0,0,0
"1762",59,1991,7.40000009536743,4,1,9662.9955947,4713.6563877,27,11,1,4.949339207,0,1,0
"1763",59,1991,7.40000009536743,0,1,7178.8986784,4638.2378855,21,10,1,2.540660793,0,0,0
"1764",59,1991,7.40000009536743,0,1,42140.088106,42140.088106,44,9,1,0,0,0,0
"1765",59,1991,7.40000009536743,0,1,9102.0704846,6599.1189427,28,0,1,2.5029515419,0,0,0
"1766",59,1991,7.40000009536743,0,1,10887.367841,9592.2907489,22,7,1,1.2950770925,0,0,0
"1767",59,1991,7.40000009536743,3,1,0,0,20,7,0,0,0,1,0
"1768",59,1991,7.40000009536743,1,1,8512.8634361,0,51,7,0,8.5128634361,0,1,0
"1769",59,1991,7.40000009536743,0,1,27103.524229,27103.524229,47,11,1,0,0,0,0
"1770",59,1991,7.40000009536743,1,1,8512.8634361,0,36,10,0,8.5128634361,0,1,0
"1771",59,1991,7.40000009536743,4,1,4284.7136564,0,38,3,0,4.2847136564,0,1,0
"1772",59,1991,7.40000009536743,4,1,6024.0528634,0,27,10,0,6.0240528634,0,1,0
"1773",59,1991,7.40000009536743,6,0,19005.462555,353.52422907,36,10,1,18.651938326,0,1,0
"1774",59,1991,7.40000009536743,2,1,9820.9030837,0,42,10,0,9.8209030837,0,1,0
"1775",59,1991,7.40000009536743,0,0,24749.052863,24746.696035,44,10,1,0.0023568281938,0,0,0
"1776",59,1991,7.40000009536743,0,1,4694.8017621,0,53,9,0,4.6948017621,0,0,0
"1777",59,1991,7.40000009536743,0,1,4694.8017621,0,41,10,0,4.6948017621,0,0,0
"1778",59,1991,7.40000009536743,0,1,51915.03304,46891.453744,27,11,1,5.0235792952,0,0,0
"1779",59,1991,7.40000009536743,0,1,65991.189427,58920.704846,44,10,1,7.0704845815,0,0,0
"1780",59,1991,7.40000009536743,2,0,353.52422907,117.84140969,28,11,1,0.23568281938,0,1,0
"1781",59,1991,7.40000009536743,1,1,3407.9735683,0,38,11,0,3.4079735683,0,1,0
"1782",59,1991,7.40000009536743,1,0,8248.8986784,8248.8986784,22,11,1,0,0,1,0
"1783",59,1991,7.40000009536743,2,0,12161.23348,0,33,11,0,12.16123348,0,1,0
"1784",59,1991,7.40000009536743,0,0,589.20704846,589.20704846,26,11,1,0,0,0,0
"1785",59,1991,7.40000009536743,0,1,0,0,27,11,0,0,0,0,0
"1786",59,1991,7.40000009536743,0,1,7070.4845815,7070.4845815,40,10,1,0,0,0,0
"1787",59,1991,7.40000009536743,0,0,22404.008811,22389.867841,48,11,1,0.014140969163,0,0,0
"1788",59,1991,7.40000009536743,0,1,4157.4449339,0,49,10,0,4.1574449339,0,0,0
"1789",59,1991,7.40000009536743,0,0,22625.550661,22625.550661,21,11,1,0,0,0,0
"1790",59,1991,7.40000009536743,0,1,12962.555066,12962.555066,38,9,1,0,0,0,0
"1791",59,1991,7.40000009536743,1,1,4713.6563877,4713.6563877,30,7,1,0,0,1,0
"1792",59,1991,7.40000009536743,1,0,7447.5770925,0,30,10,0,7.4475770925,0,1,0
"1793",59,1991,7.40000009536743,1,0,20975.770925,16262.114537,44,10,1,4.7136563877,0,1,0
"1794",59,1991,7.40000009536743,2,1,4072.5991189,0,30,11,0,4.0725991189,0,1,0
"1795",59,1991,7.40000009536743,0,0,844.92290749,844.92290749,21,9,1,0,0,0,0
"1796",59,1991,7.40000009536743,0,1,13481.057269,13481.057269,21,11,1,0,0,0,0
"1797",59,1991,7.40000009536743,0,0,11404.69163,11404.69163,20,7,1,0,0,0,0
"1798",59,1991,7.40000009536743,3,1,27103.524229,27103.524229,21,11,1,0,0,1,0
"1799",59,1991,7.40000009536743,0,1,131553.43612,59073.898678,22,10,1,72.479537445,0,0,0
"1800",59,1991,7.40000009536743,0,0,5939.2070485,0,30,11,0,5.9392070485,0,0,0
"1801",59,1991,7.40000009536743,2,1,7777.5330396,7777.5330396,20,10,0,0,0,1,0
"1802",59,1991,7.40000009536743,0,1,9333.0396476,9333.0396476,35,10,1,0,0,0,0
"1803",59,1991,7.40000009536743,6,1,4892.7753304,0,44,10,0,4.8927753304,0,1,0
"1804",59,1991,7.40000009536743,0,1,47333.359031,32524.229075,45,7,0,14.809129956,0,0,0
"1805",59,1991,7.40000009536743,0,0,8173.4801762,0,49,10,0,8.1734801762,0,0,0
"1806",59,1991,7.40000009536743,0,0,81457.874449,68348.017621,54,11,1,13.109856828,0,0,0
"1807",59,1991,7.40000009536743,2,1,11194.933921,11194.933921,38,11,1,0,0,1,0
"1808",59,1991,7.40000009536743,0,0,17699.779736,17676.211454,23,9,1,0.023568281938,0,0,0
"1809",59,1991,7.40000009536743,2,0,64831.629956,64812.77533,23,11,0,0.018854625551,0,1,0
"1810",59,1991,7.40000009536743,0,0,7821.1343612,0,31,11,0,7.8211343612,0,0,0
"1811",59,1991,7.40000009536743,3,1,9427.3127753,9427.3127753,26,11,1,0,0,1,0
"1812",59,1991,7.40000009536743,0,1,9191.6299559,9191.6299559,47,3,1,0,0,0,0
"1813",59,1991,7.40000009536743,1,1,11901.982379,11312.77533,39,11,1,0.58920704846,0,1,0
"1814",59,1991,7.40000009536743,2,1,17735.132159,17676.211454,32,10,0,0.058920704846,0,1,0
"1815",59,1991,7.40000009536743,0,1,0,0,20,10,0,0,0,0,0
"1816",59,1991,7.40000009536743,0,1,0,0,23,7,0,0,0,0,0
"1817",59,1991,7.40000009536743,2,1,5915.6387665,1673.3480176,26,3,0,4.2422907489,0,1,0
"1818",59,1991,7.40000009536743,2,0,9745.4845815,0,25,9,0,9.7454845815,0,1,0
"1819",59,1991,7.40000009536743,3,0,62213.193833,0,27,11,0,62.213193833,0,1,0
"1820",59,1991,7.40000009536743,3,1,5147.3127753,0,38,11,0,5.1473127753,0,1,0
"1821",59,1991,7.40000009536743,1,0,7275.5286344,0,31,7,0,7.2755286344,0,1,0
"1822",59,1991,7.40000009536743,1,1,18409.185022,18409.185022,43,0,1,0,0,1,0
"1823",59,1991,7.40000009536743,4,1,1414.0969163,1414.0969163,22,11,1,0,0,1,0
"1824",59,1991,7.40000009536743,0,0,37520.704846,26137.22467,41,9,1,11.383480176,0,0,0
"1825",59,1991,7.40000009536743,1,0,4115.0220264,0,23,10,0,4.1150220264,0,1,0
"1826",59,1991,7.40000009536743,3,1,29460.352423,29460.352423,31,11,1,0,0,1,0
"1827",59,1991,7.40000009536743,2,1,4124.4493392,0,53,7,0,4.1244493392,0,1,0
"1828",59,1991,7.40000009536743,2,1,16497.797357,16497.797357,35,9,1,0,0,1,0
"1829",59,1991,7.40000009536743,1,1,29283.590308,28399.779736,42,11,1,0.88381057269,0,1,0
"1830",59,1991,7.40000009536743,2,1,1767.6211454,353.52422907,26,9,1,1.4140969163,0,1,0
"1831",59,1991,7.40000009536743,2,0,5543.2599119,0,32,7,0,5.5432599119,0,1,0
"1832",59,1991,7.40000009536743,3,1,4892.7753304,0,29,11,0,4.8927753304,0,1,0
"1833",59,1991,7.40000009536743,0,0,29059.69163,28281.938326,20,10,1,0.77775330396,0,0,0
"1834",59,1991,7.40000009536743,0,1,0,0,37,7,0,0,0,0,0
"1835",59,1991,7.40000009536743,1,1,26818.348018,18854.625551,31,11,1,7.963722467,0,1,0
"1836",59,1991,7.40000009536743,3,0,5090.7488987,0,45,7,0,5.0907488987,0,1,0
"1837",59,1991,7.40000009536743,0,1,25461.993392,19679.515419,20,9,0,5.7824779736,0,0,0
"1838",59,1991,7.40000009536743,1,1,7.0704845815,0,20,11,0,0.0070704845815,0,1,0
"1839",59,1991,7.40000009536743,1,0,4713.6563877,4713.6563877,22,11,1,0,0,1,0
"1840",61,1991,7.5,4,0,4470.9030837,0,35,7,0,4.4709030837,0,1,0
"1841",61,1991,7.5,1,1,2710.3524229,0,40,7,0,2.7103524229,0,1,0
"1842",61,1991,7.5,1,0,34795.03304,32995.594714,34,9,1,1.799438326,0,1,0
"1843",61,1991,7.5,1,0,24982.378855,23568.281938,32,11,1,1.4140969163,0,1,0
"1844",61,1991,7.5,1,0,2757.4889868,0,33,7,0,2.7574889868,0,1,0
"1845",61,1991,7.5,1,0,2771.6299559,0,23,7,0,2.7716299559,0,1,0
"1846",61,1991,7.5,1,0,2771.6299559,0,21,11,0,2.7716299559,0,1,0
"1847",61,1991,7.5,1,0,1753.4801762,589.20704846,44,7,1,1.1642731278,0,1,0
"1848",61,1991,7.5,3,0,4030.1762115,0,21,7,0,4.0301762115,0,1,0
"1849",61,1991,7.5,1,0,2771.6299559,0,38,9,0,2.7716299559,0,1,0
"1850",61,1991,7.5,0,0,7169.4713656,7169.4713656,32,11,1,0,0,0,0
"1851",61,1991,7.5,2,0,14409.647577,0,40,7,0,14.409647577,0,1,0
"1852",61,1991,7.5,0,0,42367.522026,25842.621145,42,11,1,16.524900881,0,0,0
"1853",61,1991,7.5,0,1,6178.4251101,0,49,9,0,6.1784251101,0,0,0
"1854",61,1991,7.5,1,0,2828.1938326,0,22,9,0,2.8281938326,0,1,0
"1855",61,1991,7.5,4,0,4737.2246696,0,22,11,0,4.7372246696,0,1,0
"1856",61,1991,7.5,0,0,4030.1762115,0,42,7,0,4.0301762115,0,0,0
"1857",61,1991,7.5,2,0,3224.1409692,0,20,10,0,3.2241409692,0,1,0
"1858",61,1991,7.5,1,0,2771.6299559,0,20,7,0,2.7716299559,0,1,0
"1859",61,1991,7.5,2,0,9427.3127753,8248.8986784,26,11,1,1.1784140969,0,1,0
"1860",61,1991,7.5,1,0,10789.559471,8413.876652,36,10,1,2.3756828194,0,1,0
"1861",61,1991,7.5,1,0,0,0,20,9,0,0,0,1,0
"1862",61,1991,7.5,1,1,6536.6629956,3535.2422907,26,11,1,3.0014207048,0,1,0
"1863",61,1991,7.5,0,0,11784.140969,11784.140969,44,9,1,0,0,0,0
"1864",61,1991,7.5,2,0,3338.4471366,114.3061674,26,10,1,3.2241409692,0,1,0
"1865",61,1991,7.5,1,0,4086.7400881,0,21,9,0,4.0867400881,0,1,0
"1866",61,1991,7.5,2,0,3224.1409692,0,23,9,0,3.2241409692,0,1,0
"1867",61,1991,7.5,0,0,12209.548458,0,46,7,0,12.209548458,0,0,0
"1868",61,1991,7.5,0,0,12233.11674,0,48,0,0,12.23311674,0,0,0
"1869",61,1991,7.5,0,0,87049.449339,69526.431718,28,10,1,17.523017621,0,0,0
"1870",61,1991,7.5,1,0,11779.427313,1885.4625551,46,7,0,9.8939647577,0,1,0
"1871",61,1991,7.5,0,0,24157.488987,14140.969163,35,10,1,10.016519824,0,0,0
"1872",61,1991,7.5,0,0,0,0,51,7,0,0,0,0,0
"1873",61,1991,7.5,0,0,0,0,31,9,0,0,0,0,0
"1874",61,1991,7.5,2,0,2658.5022026,0,30,10,0,2.6585022026,0,1,0
"1875",61,1991,7.5,1,0,2653.7885463,0,29,10,0,2.6537885463,0,1,0
"1876",61,1991,7.5,0,0,21211.453744,21211.453744,42,11,1,0,0,0,0
"1877",62,1991,6.69999980926514,1,0,14140.969163,2356.8281938,32,10,1,11.784140969,0,1,0
"1878",62,1991,6.69999980926514,4,1,3591.8061674,0,28,11,0,3.5918061674,0,1,0
"1879",62,1991,6.69999980926514,0,1,9714.845815,9714.845815,51,7,1,0,0,0,0
"1880",62,1991,6.69999980926514,0,1,5892.0704846,5892.0704846,37,11,1,0,0,0,0
"1881",62,1991,6.69999980926514,1,0,0,0,35,10,0,0,0,1,0
"1882",62,1991,6.69999980926514,2,0,7541.8502203,7541.8502203,33,11,1,0,0,1,0
"1883",62,1991,6.69999980926514,2,1,7329.7356828,471.36563877,46,11,0,6.8583700441,0,1,0
"1884",62,1991,6.69999980926514,1,0,13465.737885,7698.5792952,51,7,1,5.7671585903,0,1,0
"1885",62,1991,6.69999980926514,3,0,14117.400881,11666.299559,30,10,1,2.4511013216,0,1,0
"1886",62,1991,6.69999980926514,1,0,5876.7511013,0,50,10,0,5.8767511013,0,1,0
"1887",62,1991,6.69999980926514,5,1,4338.9207048,535,29,9,1,3.8039207048,0,1,0
"1888",62,1991,6.69999980926514,0,0,17604.328194,16308.072687,20,9,0,1.2962555066,0,0,0
"1889",62,1991,6.69999980926514,3,0,24446.200441,13825.154185,34,11,1,10.621046256,0,1,0
"1890",62,1991,6.69999980926514,1,0,1468.3039648,0,54,7,0,1.4683039648,0,1,0
"1891",62,1991,6.69999980926514,3,1,2574.8348018,453.68942731,20,9,1,2.1211453744,0,1,0
"1892",62,1991,6.69999980926514,0,0,11496.60793,0,42,7,0,11.49660793,0,0,0
"1893",62,1991,6.69999980926514,0,0,7400.4405286,0,53,7,0,7.4004405286,0,0,0
"1894",62,1991,6.69999980926514,3,1,3195.8590308,0,35,10,0,3.1958590308,0,1,0
"1895",62,1991,6.69999980926514,2,0,7466.4317181,0,44,3,0,7.4664317181,0,1,0
"1896",62,1991,6.69999980926514,0,1,5967.4889868,0,27,11,0,5.9674889868,0,0,0
"1897",62,1991,6.69999980926514,0,1,5359.4273128,0,35,11,0,5.3594273128,0,0,0
"1898",62,1991,6.69999980926514,2,0,2121.1453744,0,27,7,0,2.1211453744,0,1,0
"1899",62,1991,6.69999980926514,0,1,21828.942731,12962.555066,51,11,1,8.8663876652,0,0,0
"1900",62,1991,6.69999980926514,0,0,28517.621145,20033.039648,46,9,0,8.4845814978,0,0,0
"1901",62,1991,6.69999980926514,0,1,0,0,42,11,0,0,0,0,0
